date,index_max,index_mean,n_cells
1989-01-01,0.0015373270945893472,0.0002094821819908046,53
1989-01-02,4.6753457110867027e-07,3.556066462491969e-08,53
1989-01-03,0.0008453556064595337,0.0005548580935827852,53
1989-01-04,0.01296219382736277,0.007791082340925077,53
1989-01-05,0.5992232462392367,0.5390699311989098,53
1989-01-06,0.3576912838561319,0.04354960665885958,53
1989-01-07,1.57708720737221e-14,2.9756362403249246e-16,53
1989-01-08,1.705130387333532e-28,3.217227145912325e-30,53
1989-01-09,0.07044746727247701,0.049056696884117824,53
1989-01-10,0.183468560927147,0.1026869623186628,53
1989-01-11,0.0023877718168027486,0.0007628826303803628,53
1989-01-12,0.35097855030300523,0.20094226243577917,53
1989-01-13,7.19486005749605e-05,1.6459241373887561e-06,53
1989-01-14,0.28966411035227013,0.25359017291079916,53
1989-01-15,0.0,0.0,53
1989-01-16,0.03257471874068088,0.02221651577052852,53
1989-01-17,0.20050262968283739,0.11294560790557899,53
1989-01-18,0.0,0.0,53
1989-01-19,0.0,0.0,53
1989-01-20,0.01422714607751335,0.008869984735393303,53
1989-01-21,0.789206270443367,0.727815561045454,53
1989-01-22,0.0,0.0,53
1989-01-23,0.009589627030061762,0.0029699197917379323,53
1989-01-24,0.03424267322730668,0.013564494503150034,53
1989-01-25,0.0037465149703467915,0.0016556801558503746,53
1989-01-26,2.6625373678053378e-05,1.4265612090291475e-06,53
1989-01-27,0.0,0.0,53
1989-01-28,0.4565090039421839,0.2810897920142314,53
1989-01-29,0.0,0.0,53
1989-01-30,0.0,0.0,53
1989-01-31,1.3949412581708607e-08,4.923287911133677e-09,53
1989-02-01,0.0017399635228189665,0.0008098915993037722,53
1989-02-02,0.0013921824130467238,0.0003929956002792755,53
1989-02-03,0.0,0.0,53
1989-02-04,0.15029160155246343,0.10702145119085044,53
1989-02-05,0.07142772084032846,0.030196538492026356,53
1989-02-06,0.0,0.0,53
1989-02-07,0.0,0.0,53
1989-02-08,1.2812498546038872e-08,2.4237133662965408e-09,53
1989-02-09,1.5763163201378436e-08,2.6368533851126824e-09,53
1989-02-10,0.005418063198871237,0.002893078179406286,53
1989-02-11,0.030218408171844565,0.02191443955269064,53
1989-02-12,0.08067386933887402,0.057968463880911286,53
1989-02-13,0.23189163616028313,0.17954136580583807,53
1989-02-14,0.0,0.0,53
1989-02-15,0.11032617804208766,0.08207654012978398,53
1989-02-16,0.0,0.0,53
1989-02-17,0.4221498261289189,0.3598961821866914,53
1989-02-18,0.3179701548258458,0.282022063392932,53
1989-02-19,0.07658291443713239,0.058178031522618676,53
1989-02-20,3.8202276488176135e-07,2.717306860654271e-08,53
1989-02-21,0.0,0.0,53
1989-02-22,0.13683090146012522,0.10101276329482332,53
1989-02-23,0.0009390706854364859,0.00033092223388806065,53
1989-02-24,0.6401890898598794,0.5252541080149425,53
1989-02-25,0.906679382959678,0.8416825380731385,53
1989-02-26,0.48135511064408093,0.3135899699385122,53
1989-02-27,0.06383226417639262,0.05049572052962374,53
1989-02-28,0.06830520498119284,0.035925892847379605,53
1989-03-01,0.05944505123216789,0.039995871374839786,53
1989-03-02,0.4966060202279488,0.39299285682016694,53
1989-03-03,0.1570854994042781,0.06704302385691245,53
1989-03-04,0.03340405022803066,0.006006250843069523,53
1989-03-05,0.06943141430678776,0.043392798815907685,53
1989-03-06,0.06141564222886714,0.032369564696123974,53
1989-03-07,0.0,0.0,53
1989-03-08,0.036396839701276884,0.02761654880111464,53
1989-03-09,0.248120166370825,0.20618421171148166,53
1989-03-10,0.3772839493049955,0.3068901434622597,53
1989-03-11,0.03621784478303391,0.02014357194543235,53
1989-03-12,0.036011149796807564,0.028168794969278606,53
1989-03-13,0.0111628173435203,0.00972803480138193,53
1989-03-14,1.0306151869661833,0.8942593409370883,53
1989-03-15,0.03140261384776241,0.019407968185881426,53
1989-03-16,0.9706531172943749,0.91237098713598,53
1989-03-17,0.009510909884701099,0.005803371951713869,53
1989-03-18,0.1356977315554168,0.11650652671492377,53
1989-03-19,0.06457770133448563,0.03498408409875756,53
1989-03-20,0.9140709295312313,0.7962259280517686,53
1989-03-21,0.16402121312309761,0.14833271365009915,53
1989-03-22,0.04663241946835623,0.015211618639798457,53
1989-03-23,0.1977078845602946,0.16212326329553445,53
1989-03-24,0.15554699659230586,0.12641761430181067,53
1989-03-25,0.021151992804184394,0.013152578820409419,53
1989-03-26,2.4467864939959926e-16,4.616578290558477e-18,53
1989-03-27,0.0,0.0,53
1989-03-28,0.012826638845225382,0.00833233730126415,53
1989-03-29,0.04531541228097206,0.0328742080321358,53
1989-03-30,6.673769184072676e-09,4.0857821309007503e-10,53
1989-03-31,0.0,0.0,53
1989-04-01,2.5932261119696367e-08,4.883534748825992e-09,53
1989-04-02,0.8769182597242259,0.7000887891251154,53
1989-04-03,0.014043957760380477,0.009804156681027711,53
1989-04-04,0.26073393649266163,0.21343588747925385,53
1989-04-05,1.2008733334114314,1.0130443853528428,53
1989-04-06,0.6035877543564766,0.5599721529882652,53
1989-04-07,0.2621723907363134,0.15055540022991076,53
1989-04-08,0.0,0.0,53
1989-04-09,0.15030478968999006,0.09936659601251967,53
1989-04-10,0.446393878338115,0.1835406101161649,53
1989-04-11,0.6486015656062649,0.46179108002793007,53
1989-04-12,0.3391279416670976,0.0953525679096442,53
1989-04-13,0.7927877542464731,0.20106316209835184,53
1989-04-14,0.0,0.0,53
1989-04-15,0.0,0.0,53
1989-04-16,0.11642860522407876,0.05639102071431364,53
1989-04-17,0.11276376836350079,0.07102463080042523,53
1989-04-18,0.02042758846560806,0.007687210351495203,53
1989-04-19,0.01108123827651435,0.0021213333706580815,53
1989-04-20,0.520802667349337,0.3236043478814335,53
1989-04-21,0.0009810458096202478,0.0005293337886045139,53
1989-04-22,0.0019118557198432294,0.0009683672086206736,53
1989-04-23,0.2827979212399089,0.19970865585546752,53
1989-04-24,0.32869291522455213,0.22101359614885135,53
1989-04-25,0.04233130169955969,0.02323461864009412,53
1989-04-26,9.969516578619554e-07,4.4471829790515115e-08,53
1989-04-27,0.6466385951538062,0.44731741276803855,53
1989-04-28,0.00019072853528299228,4.37694121163468e-05,53
1989-04-29,0.15781949972191606,0.09466831305315795,53
1989-04-30,0.0016319909997988395,0.0003203787958295045,53
1989-05-01,0.08250828450568684,0.05043849812388973,53
1989-05-02,2.823465538625162e-08,2.512219590908606e-09,53
1989-05-03,0.0,0.0,53
1989-05-04,0.0,0.0,53
1989-05-05,0.0,0.0,53
1989-05-06,0.0,0.0,53
1989-05-07,0.0,0.0,53
1989-05-08,0.0,0.0,53
1989-05-09,0.0,0.0,53
1989-05-10,0.00015188854061527909,5.495400158358973e-06,53
1989-05-11,0.03179089462426353,0.013416089403357723,53
1989-05-12,0.04804464918969564,0.016932685096981766,53
1989-05-13,0.04039961827060298,0.012100699490330212,53
1989-05-14,0.0,0.0,53
1989-05-15,0.0,0.0,53
1989-05-16,0.012333091812544241,0.0027429741496601866,53
1989-05-17,2.0679588755540356e-05,1.8376960379362466e-06,53
1989-05-18,0.0,0.0,53
1989-05-19,1.518339719242784e-06,3.3544137663392545e-08,53
1989-05-20,0.0,0.0,53
1989-05-21,0.0,0.0,53
1989-05-22,0.04081966146425562,0.003329264824230901,53
1989-05-23,0.16492970318880618,0.007688360441481057,53
1989-05-24,0.9001214861238339,0.11556203417675609,53
1989-05-25,0.0,0.0,53
1989-05-26,0.0,0.0,53
1989-05-27,0.0,0.0,53
1989-05-28,0.0,0.0,53
1989-05-29,0.0,0.0,53
1989-05-30,0.0,0.0,53
1989-05-31,0.008842838199436766,0.0021263880293473643,53
1989-06-01,1.3811214838892658,0.7246113055892153,53
1989-06-02,0.0489063468108275,0.014079844690769472,53
1989-06-03,0.13271716796073185,0.06069675313503492,53
